time_s,cps
7.24571,3.693e+09
7.24691,3.69309e+09
7.24811,3.69306e+09
7.24931,3.69309e+09
7.25051,3.69303e+09
7.25171,3.69306e+09
7.25291,3.69303e+09
7.25411,3.69306e+09
7.25531,3.69309e+09
7.25651,3.69309e+09
7.25771,3.69306e+09
7.25891,3.69306e+09
7.26011,3.69306e+09
7.26131,3.69303e+09
7.26251,3.69309e+09
7.26371,3.69309e+09
7.26491,3.69303e+09
7.26611,3.69309e+09
7.26731,3.693e+09
7.26851,3.69306e+09
7.26971,3.69309e+09
7.27091,3.69306e+09
7.27211,3.69303e+09
7.27331,3.69306e+09
7.27451,3.69306e+09
7.27571,3.69309e+09
7.27691,3.69306e+09
7.27811,3.69309e+09
7.27931,3.693e+09
7.28051,3.69309e+09
7.28171,3.69306e+09
7.28291,3.69303e+09
7.28411,3.69309e+09
7.28531,3.69309e+09
7.28651,3.69303e+09
7.28771,3.69306e+09
7.28891,3.69306e+09
7.29011,3.693e+09
7.29131,3.69312e+09
7.29251,3.69306e+09
7.29371,3.69303e+09
7.29491,3.69309e+09
7.29611,3.69306e+09
7.29731,3.69306e+09
7.29851,3.69309e+09
7.29971,3.69309e+09
7.30091,3.693e+09
7.30211,3.69303e+09
7.30331,3.69312e+09
7.30451,3.693e+09
7.30571,3.69312e+09
7.30691,3.69309e+09
7.30811,3.693e+09
7.30931,3.69306e+09
7.31051,3.69309e+09
7.31171,3.69306e+09
7.31291,3.69303e+09
7.31411,3.69306e+09
7.31531,3.69309e+09
7.31651,3.69306e+09
7.31771,3.69303e+09
7.31891,3.69309e+09
7.32011,3.69303e+09
7.32131,3.69309e+09
7.32251,3.69303e+09
7.32371,3.69309e+09
7.32491,3.69303e+09
7.32611,3.69309e+09
7.32731,3.69303e+09
7.32851,3.69306e+09
7.32971,3.69306e+09
7.33091,3.69306e+09
7.33211,3.69309e+09
7.33331,3.69306e+09
7.33451,3.69309e+09
7.33571,3.693e+09
7.33691,3.69312e+09
7.33811,3.69306e+09
7.33931,3.69306e+09
7.34051,3.69303e+09
7.34171,3.69312e+09
7.34291,3.693e+09
7.34411,3.69306e+09
7.34531,3.69309e+09
7.34651,3.69306e+09
7.34771,3.69303e+09
7.34891,3.69309e+09
7.35011,3.69309e+09
7.35131,3.69306e+09
7.35251,3.69303e+09
7.35371,3.69312e+09
7.35491,3.693e+09
7.35611,3.69303e+09
7.35731,3.69306e+09
7.35851,3.69306e+09
7.35971,3.69306e+09
7.36091,3.69309e+09
7.36211,3.69303e+09
7.36331,3.69306e+09
7.36451,3.69303e+09
7.36571,3.69315e+09
7.36691,3.693e+09
7.36811,3.69306e+09
7.36931,3.69306e+09
7.37051,3.69309e+09
7.37171,3.69306e+09
7.37291,3.69309e+09
7.37411,3.69306e+09
7.37531,3.69303e+09
7.37651,3.693e+09
7.37771,3.69316e+09
7.37891,3.69309e+09
7.38011,3.69303e+09
7.38131,3.69306e+09
7.38251,3.69303e+09
7.38371,3.69306e+09
7.38491,3.69306e+09
7.38611,3.69306e+09
7.38731,3.69309e+09
7.38851,3.69306e+09
7.38971,3.69306e+09
7.39091,3.69306e+09
7.39211,3.69309e+09
7.39331,3.693e+09
7.39451,3.69312e+09
7.39571,3.69303e+09
7.39691,3.69306e+09
7.39811,3.69306e+09
7.39931,3.69303e+09
7.40051,3.69306e+09
7.40171,3.69306e+09
7.40291,3.69306e+09
7.40411,3.69309e+09
7.40531,3.69306e+09
7.40651,3.69306e+09
7.40771,3.69306e+09
7.40891,3.69306e+09
7.41011,3.69303e+09
7.41131,3.69309e+09
7.41251,3.69303e+09
7.41371,3.69309e+09
7.41491,3.69303e+09
7.41611,3.69309e+09
7.41731,3.69303e+09
7.41851,3.69309e+09
7.41971,3.69309e+09
7.42091,3.69303e+09
7.42211,3.69309e+09
7.42331,3.69303e+09
7.42451,3.69309e+09
7.42571,3.69306e+09
7.42691,3.69306e+09
7.42811,3.69303e+09
7.42931,3.69309e+09
7.43051,3.69303e+09
7.43171,3.69309e+09
7.43291,3.69309e+09
7.43411,3.693e+09
7.43531,3.69309e+09
7.43651,3.69303e+09
7.43771,3.69303e+09
7.43891,3.69312e+09
7.44011,3.69309e+09
7.44131,3.693e+09
7.44251,3.69306e+09
7.44371,3.69306e+09
7.44491,3.69309e+09
7.44611,3.69306e+09
7.44731,3.69306e+09
7.44851,3.69306e+09
7.44971,3.693e+09
7.45091,3.69309e+09
7.45211,3.69306e+09
7.45331,3.69309e+09
7.45451,3.69303e+09
7.45571,3.69309e+09
7.45691,3.69306e+09
7.45811,3.69306e+09
7.45931,3.693e+09
7.46051,3.69309e+09
7.46171,3.69312e+09
7.46291,3.69303e+09
7.46411,3.69306e+09
7.46531,3.69306e+09
7.46651,3.69312e+09
7.46771,3.693e+09
7.46891,3.69309e+09
7.47011,3.69306e+09
7.47131,3.69306e+09
7.47251,3.69303e+09
7.47371,3.69306e+09
7.47491,3.69306e+09
7.47611,3.69306e+09
7.47731,3.69309e+09
7.47851,3.69303e+09
7.47971,3.69309e+09
7.48091,3.69306e+09
7.48211,3.69303e+09
7.48331,3.69306e+09
7.48451,3.69312e+09
7.48571,3.69303e+09
7.48691,3.69306e+09
7.48811,3.69309e+09
7.48931,3.69303e+09
7.49051,3.69306e+09
7.49171,3.69309e+09
7.49291,3.693e+09
7.49411,3.69309e+09
7.49531,3.69303e+09
7.49651,3.69303e+09
7.49771,3.69312e+09
7.49891,3.69309e+09
7.50011,3.69303e+09
7.50131,3.69309e+09
7.50251,3.693e+09
7.50371,3.69312e+09
7.50491,3.69303e+09
7.50611,3.69309e+09
7.50731,3.69309e+09
7.50851,3.693e+09
7.50971,3.69312e+09
7.51091,3.693e+09
7.51211,3.69306e+09
7.51331,3.69306e+09
7.51451,3.69309e+09
7.51571,3.69306e+09
7.51691,3.693e+09
7.51811,3.69312e+09
7.51931,3.69303e+09
7.52051,3.69306e+09
7.52171,3.69312e+09
7.52291,3.69303e+09
7.52411,3.69309e+09
7.52531,3.69303e+09
7.52651,3.69309e+09
7.52771,3.693e+09
7.52891,3.69306e+09
7.53011,3.69309e+09
7.53131,3.69309e+09
7.53251,3.69303e+09
7.53371,3.69303e+09
7.53491,3.69309e+09
7.53611,3.69303e+09
7.53731,3.69306e+09
7.53851,3.69303e+09
7.53971,3.69309e+09
7.54091,3.69303e+09
7.54211,3.69316e+09
7.54331,3.69306e+09
7.54451,3.69303e+09
7.54571,3.69309e+09
7.54691,3.69303e+09
7.54811,3.69309e+09
7.54931,3.69303e+09
7.55051,3.69309e+09
7.55171,3.69303e+09
7.55291,3.69309e+09
7.55411,3.69303e+09
7.55531,3.69309e+09
7.55651,3.69303e+09
7.55771,3.69309e+09
7.55891,3.69303e+09
7.56011,3.69309e+09
7.56131,3.69303e+09
7.56251,3.69306e+09
7.56371,3.69309e+09
7.56491,3.69303e+09
7.56611,3.69309e+09
7.56731,3.69309e+09
7.56851,3.69303e+09
7.56971,3.69306e+09
7.57091,3.69306e+09
7.57211,3.69303e+09
7.57331,3.69309e+09
7.57451,3.69303e+09
7.57571,3.69306e+09
7.57691,3.69306e+09
7.57811,3.69306e+09
7.57931,3.69306e+09
7.58051,3.69312e+09
7.58171,3.693e+09
7.58291,3.69312e+09
7.58411,3.69309e+09
7.58531,3.69303e+09
7.58651,3.693e+09
7.58771,3.69312e+09
7.58891,3.69306e+09
7.59011,3.69309e+09
7.59131,3.69303e+09
7.59251,3.69303e+09
7.59371,3.69309e+09
7.59491,3.69303e+09
7.59611,3.69309e+09
7.59731,3.69303e+09
7.59851,3.69306e+09
7.59971,3.69306e+09
7.60091,3.69306e+09
7.60211,3.69312e+09
7.60331,3.693e+09
7.60451,3.69306e+09
7.60571,3.69309e+09
7.60691,3.69303e+09
7.60811,3.69309e+09
7.60931,3.69303e+09
7.61051,3.69309e+09
7.61171,3.69306e+09
7.61291,3.69306e+09
7.61411,3.69303e+09
7.61531,3.69306e+09
7.61651,3.69306e+09
7.61771,3.69312e+09
7.61891,3.693e+09
7.62011,3.69309e+09
7.62131,3.69303e+09
7.62251,3.69309e+09
7.62371,3.69306e+09
7.62491,3.69309e+09
7.62611,3.69303e+09
7.62731,3.69312e+09
7.62851,3.693e+09
7.62971,3.69309e+09
7.63091,3.69303e+09
7.63211,3.69309e+09
7.63331,3.69303e+09
7.63451,3.69309e+09
7.63571,3.69303e+09
7.63691,3.69306e+09
7.63811,3.69309e+09
7.63931,3.69303e+09
7.64051,3.69309e+09
7.64171,3.69309e+09
7.64291,3.69303e+09
7.64411,3.69303e+09
7.64531,3.69309e+09
7.64651,3.69303e+09
7.64771,3.69306e+09
7.64891,3.69306e+09
7.65011,3.69309e+09
7.65131,3.69303e+09
7.65251,3.69312e+09
7.65371,3.693e+09
7.65491,3.69309e+09
7.65611,3.69303e+09
7.65731,3.69312e+09
7.65851,3.693e+09
7.65971,3.69309e+09
7.66091,3.69303e+09
7.66211,3.69306e+09
7.66331,3.69306e+09
7.66451,3.69309e+09
7.66571,3.69309e+09
7.66691,3.69306e+09
7.66811,3.69303e+09
7.66931,3.69306e+09
7.67051,3.69309e+09
7.67171,3.69303e+09
7.67291,3.69306e+09
7.67411,3.69306e+09
7.67531,3.69309e+09
7.67651,3.69303e+09
7.67771,3.69309e+09
7.67891,3.69306e+09
7.68011,3.69306e+09
7.68131,3.69303e+09
7.68251,3.69312e+09
7.68371,3.693e+09
7.68491,3.69309e+09
7.68611,3.69303e+09
7.68731,3.69306e+09
7.68851,3.69309e+09
7.68971,3.69306e+09
7.69091,3.69303e+09
7.69211,3.69306e+09
7.69331,3.69306e+09
7.69451,3.69309e+09
7.69571,3.69303e+09
7.69691,3.69306e+09
7.69811,3.69306e+09
7.69931,3.69309e+09
7.70051,3.69303e+09
7.70171,3.69309e+09
7.70291,3.69303e+09
7.70411,3.69309e+09
7.70531,3.69309e+09
7.70651,3.69306e+09
7.70771,3.69309e+09
7.70891,3.69303e+09
7.71011,3.69306e+09
7.71131,3.69303e+09
7.71251,3.69312e+09
7.71371,3.69303e+09
7.71491,3.69303e+09
7.71611,3.69309e+09
7.71731,3.69303e+09
7.71851,3.69309e+09
7.71971,3.69303e+09
7.72091,3.69309e+09
7.72211,3.69303e+09
7.72331,3.69309e+09
7.72451,3.69303e+09
7.72571,3.69309e+09
7.72691,3.69309e+09
7.72811,3.69303e+09
7.72931,3.69303e+09
7.73051,3.69309e+09
7.73171,3.69303e+09
7.73291,3.69306e+09
7.73411,3.69309e+09
7.73531,3.69303e+09
7.73651,3.69303e+09
7.73771,3.69312e+09
7.73891,3.69303e+09
7.74011,3.69309e+09
7.74131,3.69303e+09
7.74251,3.69309e+09
7.74371,3.69303e+09
7.74491,3.69306e+09
7.74611,3.69306e+09
7.74731,3.69312e+09
7.74851,3.69303e+09
7.74971,3.69309e+09
7.75091,3.69303e+09
7.75211,3.69306e+09
7.75331,3.69309e+09
7.75451,3.69303e+09
7.75571,3.69309e+09
7.75691,3.69306e+09
7.75811,3.693e+09
7.75931,3.69309e+09
7.76051,3.69306e+09
7.76171,3.69306e+09
7.76291,3.69306e+09
7.76411,3.69306e+09
7.76531,3.69312e+09
7.76651,3.693e+09
7.76771,3.69306e+09
7.76891,3.69309e+09
7.77011,3.69306e+09
7.77131,3.69303e+09
7.77251,3.69309e+09
7.77371,3.693e+09
7.77491,3.69312e+09
7.77611,3.69309e+09
7.77731,3.693e+09
7.77851,3.69309e+09
7.77971,3.69303e+09
7.78091,3.69306e+09
7.78211,3.69312e+09
7.78331,3.69303e+09
7.78451,3.693e+09
7.78571,3.69309e+09
7.78691,3.69312e+09
7.78811,3.69309e+09
7.78931,3.69303e+09
7.79051,3.693e+09
7.79171,3.69312e+09
7.79291,3.69309e+09
7.79411,3.69303e+09
7.79531,3.69303e+09
7.79651,3.69309e+09
7.79771,3.69309e+09
7.79891,3.693e+09
7.80011,3.69309e+09
7.80131,3.69303e+09
7.80251,3.69312e+09
7.80371,3.693e+09
7.80491,3.69309e+09
7.80611,3.69303e+09
7.80731,3.69306e+09
7.80851,3.69309e+09
7.80971,3.69309e+09
7.81091,3.693e+09
7.81211,3.69309e+09
7.81331,3.69306e+09
7.81451,3.69306e+09
7.81571,3.69303e+09
7.81691,3.69306e+09
7.81811,3.69309e+09
7.81931,3.69303e+09
7.82051,3.69309e+09
7.82171,3.69309e+09
7.82291,3.69303e+09
7.82411,3.69309e+09
7.82531,3.693e+09
7.82651,3.69309e+09
7.82771,3.69306e+09
7.82891,3.69306e+09
7.83011,3.69303e+09
7.83131,3.69309e+09
7.83251,3.69309e+09
7.83371,3.69312e+09
7.83491,3.69297e+09
7.83611,3.69309e+09
7.83731,3.69306e+09
7.83851,3.69309e+09
7.83971,3.693e+09
7.84091,3.69306e+09
7.84211,3.69309e+09
7.84331,3.69303e+09
7.84451,3.69312e+09
7.84571,3.69303e+09
7.84691,3.69306e+09
7.84811,3.69303e+09
7.84931,3.69309e+09
7.85051,3.69303e+09
7.85171,3.69309e+09
7.85291,3.69303e+09
7.85411,3.69306e+09
7.85531,3.69306e+09
7.85651,3.69309e+09
7.85771,3.693e+09
7.85891,3.69309e+09
7.86011,3.69306e+09
7.86131,3.69309e+09
7.86251,3.69309e+09
7.86371,3.693e+09
7.86491,3.69312e+09
7.86611,3.69303e+09
7.86731,3.69309e+09
7.86851,3.69303e+09
7.86971,3.69309e+09
7.87091,3.693e+09
7.87211,3.69312e+09
7.87331,3.693e+09
7.87451,3.69315e+09
7.87571,3.693e+09
7.87691,3.69309e+09
7.87811,3.69303e+09
7.87931,3.69306e+09
7.88051,3.69312e+09
7.88171,3.69303e+09
7.88291,3.69309e+09
7.88411,3.693e+09
7.88531,3.69306e+09
7.88651,3.69306e+09
7.88771,3.69306e+09
7.88891,3.69309e+09
7.89011,3.69303e+09
7.89131,3.69309e+09
7.89251,3.69303e+09
7.89371,3.69306e+09
7.89491,3.69306e+09
7.89611,3.69309e+09
7.89731,3.69303e+09
7.89851,3.69309e+09
7.89971,3.69303e+09
7.90091,3.69309e+09
7.90211,3.69306e+09
7.90331,3.69306e+09
7.90451,3.69303e+09
7.90571,3.69312e+09
7.90691,3.693e+09
7.90811,3.69309e+09
7.90931,3.69309e+09
7.91051,3.69303e+09
7.91171,3.69309e+09
7.91291,3.693e+09
7.91411,3.69312e+09
7.91531,3.693e+09
7.91651,3.69309e+09
7.91771,3.69309e+09
7.91891,3.69303e+09
7.92011,3.69309e+09
7.92131,3.69303e+09
7.92251,3.69306e+09
7.92371,3.69306e+09
7.92491,3.69312e+09
7.92611,3.693e+09
7.92731,3.69309e+09
7.92851,3.69303e+09
7.92971,3.69309e+09
7.93091,3.69309e+09
7.93211,3.69306e+09
7.93331,3.69306e+09
7.93451,3.69303e+09
7.93571,3.69306e+09
7.93691,3.69306e+09
7.93811,3.69303e+09
7.93931,3.69312e+09
7.94051,3.693e+09
7.94171,3.69312e+09
7.94291,3.69303e+09
7.94411,3.69306e+09
7.94531,3.69303e+09
7.94651,3.69306e+09
7.94771,3.69309e+09
7.94891,3.69303e+09
7.95011,3.69309e+09
7.95131,3.69306e+09
7.95251,3.69309e+09
7.95371,3.69303e+09
7.95491,3.69309e+09
7.95611,3.69303e+09
7.95731,3.69309e+09
7.95851,3.69303e+09
7.95971,3.69309e+09
7.96091,3.69303e+09
7.96211,3.69309e+09
7.96331,3.69303e+09
7.96451,3.69309e+09
7.96571,3.69309e+09
7.96691,3.69303e+09
7.96811,3.69303e+09
7.96931,3.69306e+09
7.97051,3.69309e+09
7.97171,3.69306e+09
7.97291,3.69303e+09
7.97411,3.69309e+09
7.97531,3.69306e+09
7.97651,3.69303e+09
7.97771,3.69306e+09
7.97891,3.69309e+09
7.98011,3.69306e+09
7.98131,3.69306e+09
7.98251,3.69306e+09
7.98371,3.69309e+09
7.98491,3.69303e+09
7.98611,3.69303e+09
7.98731,3.69309e+09
7.98851,3.69303e+09
7.98971,3.69309e+09
7.99091,3.69303e+09
7.99211,3.69309e+09
7.99331,3.69309e+09
7.99451,3.69303e+09
7.99571,3.69309e+09
7.99691,3.69303e+09
7.99811,3.69309e+09
7.99931,3.693e+09
8.00051,3.69309e+09
8.00171,3.69306e+09
8.00291,3.69309e+09
8.00411,3.69303e+09
8.00531,3.69306e+09
8.00651,3.69306e+09
8.00771,3.69306e+09
8.00891,3.69312e+09
8.01011,3.69306e+09
8.01131,3.69306e+09
8.01251,3.69306e+09
8.01371,3.693e+09
8.01491,3.69309e+09
8.01611,3.69306e+09
8.01731,3.69306e+09
8.01851,3.693e+09
8.01971,3.69315e+09
8.02091,3.69303e+09
8.02211,3.69303e+09
8.02331,3.69309e+09
8.02451,3.69306e+09
8.02571,3.69303e+09
8.02691,3.69309e+09
8.02811,3.69303e+09
8.02931,3.69309e+09
8.03051,3.693e+09
8.03171,3.69312e+09
8.03291,3.69309e+09
8.03411,3.69303e+09
8.03531,3.69309e+09
8.03651,3.69303e+09
8.03771,3.69309e+09
8.03891,3.69303e+09
8.04011,3.69306e+09
8.04131,3.69306e+09
8.04251,3.69309e+09
8.04371,3.69309e+09
8.04491,3.693e+09
8.04611,3.69306e+09
8.04731,3.69306e+09
8.04851,3.69309e+09
8.04971,3.69303e+09
8.05091,3.69306e+09
8.05211,3.69309e+09
8.05331,3.69303e+09
8.05451,3.69309e+09
8.05571,3.69309e+09
8.05691,3.693e+09
8.05811,3.69306e+09
8.05931,3.69309e+09
8.06051,3.69303e+09
8.06171,3.69309e+09
8.06291,3.69303e+09
8.06411,3.69309e+09
8.06531,3.69306e+09
8.06651,3.69306e+09
8.06771,3.69303e+09
8.06891,3.69306e+09
8.07011,3.69312e+09
8.07131,3.69306e+09
8.07251,3.693e+09
8.07371,3.69309e+09
8.07491,3.69306e+09
8.07611,3.69312e+09
8.07731,3.693e+09
8.07851,3.69306e+09
8.07971,3.69306e+09
8.08091,3.69306e+09
8.08211,3.69312e+09
8.08331,3.693e+09
8.08451,3.69306e+09
8.08571,3.69312e+09
8.08691,3.69309e+09
8.08811,3.69297e+09
8.08931,3.69309e+09
8.09051,3.69306e+09
8.09171,3.69303e+09
8.09291,3.69306e+09
8.09411,3.69306e+09
8.09531,3.69309e+09
8.09651,3.69306e+09
8.09771,3.69306e+09
8.09891,3.69303e+09
8.10011,3.69309e+09
8.10131,3.69306e+09
8.10251,3.69306e+09
8.10371,3.69309e+09
8.10491,3.693e+09
8.10611,3.69306e+09
8.10731,3.69312e+09
8.10851,3.69303e+09
8.10971,3.69306e+09
8.11091,3.69309e+09
8.11211,3.693e+09
8.11331,3.69306e+09
8.11451,3.69309e+09
8.11571,3.69306e+09
8.11691,3.69303e+09
8.11811,3.69309e+09
8.11931,3.69312e+09
8.12051,3.69306e+09
8.12171,3.69303e+09
8.12291,3.69303e+09
8.12411,3.69306e+09
8.12531,3.69312e+09
8.12651,3.69303e+09
8.12771,3.69309e+09
8.12891,3.69303e+09
8.13011,3.69303e+09
8.13131,3.69306e+09
8.13251,3.69306e+09
8.13371,3.69312e+09
8.13491,3.693e+09
8.13611,3.69309e+09
8.13731,3.69306e+09
8.13851,3.69303e+09
8.13971,3.69306e+09
8.14091,3.69306e+09
8.14211,3.69309e+09
8.14331,3.69306e+09
8.14451,3.69306e+09
8.14571,3.69303e+09
8.14691,3.69306e+09
8.14811,3.69306e+09
8.14931,3.69309e+09
8.15051,3.69303e+09
8.15171,3.69309e+09
8.15291,3.69306e+09
8.15411,3.69303e+09
8.15531,3.69313e+09
8.15651,3.69306e+09
8.15771,3.69306e+09
8.15891,3.69303e+09
8.16011,3.69306e+09
8.16131,3.69309e+09
8.16251,3.69303e+09
8.16371,3.69309e+09
8.16491,3.69303e+09
8.16611,3.69306e+09
8.16731,3.69312e+09
8.16851,3.69303e+09
8.16971,3.69306e+09
8.17091,3.69303e+09
8.17211,3.69306e+09
8.17331,3.69306e+09
8.17451,3.69306e+09
8.17571,3.69309e+09
8.17691,3.69306e+09
8.17811,3.69309e+09
8.17931,3.69303e+09
8.18051,3.69306e+09
8.18171,3.69306e+09
8.18291,3.69303e+09
8.18411,3.69306e+09
8.18531,3.69306e+09
8.18651,3.69309e+09
8.18771,3.69306e+09
8.18891,3.69306e+09
8.19011,3.69303e+09
8.19131,3.69306e+09
8.19251,3.69309e+09
8.19371,3.69303e+09
8.19491,3.69303e+09
8.19611,3.69319e+09
8.19731,3.69303e+09
8.19851,3.69306e+09
8.19971,3.69303e+09
8.20091,3.69306e+09
8.20211,3.69306e+09
8.20331,3.69309e+09
8.20451,3.69303e+09
8.20571,3.69306e+09
8.20691,3.69306e+09
8.20811,3.69309e+09
8.20931,3.69303e+09
8.21051,3.69309e+09
8.21171,3.69303e+09
8.21291,3.69306e+09
8.21411,3.69309e+09
8.21531,3.69303e+09
8.21651,3.69306e+09
8.21771,3.69306e+09
8.21891,3.69309e+09
8.22011,3.69306e+09
8.22131,3.69306e+09
8.22251,3.69303e+09
8.22371,3.69309e+09
8.22491,3.69303e+09
8.22611,3.69306e+09
8.22731,3.69306e+09
8.22851,3.69309e+09
8.22971,3.69303e+09
8.23091,3.69306e+09
8.23211,3.69306e+09
8.23331,3.69306e+09
8.23451,3.69306e+09
8.23571,3.69309e+09
8.23691,3.69303e+09
8.23811,3.69309e+09
8.23931,3.69309e+09
8.24051,3.69303e+09
8.24171,3.69309e+09
8.24291,3.69303e+09
8.24411,3.69309e+09
8.24531,3.69306e+09
8.24651,3.69306e+09
8.24771,3.69303e+09
8.24891,3.69309e+09
8.25011,3.69306e+09
8.25131,3.69306e+09
8.25251,3.69303e+09
8.25371,3.69306e+09
8.25491,3.69303e+09
8.25611,3.69312e+09
8.25731,3.69303e+09
8.25851,3.69306e+09
8.25971,3.69306e+09
8.26091,3.69312e+09
8.26211,3.69306e+09
8.26331,3.693e+09
8.26451,3.69312e+09
8.26571,3.69303e+09
8.26691,3.69306e+09
8.26811,3.69303e+09
8.26931,3.69306e+09
8.27051,3.69309e+09
8.27171,3.69303e+09
8.27291,3.69309e+09
8.27411,3.69306e+09
8.27531,3.69303e+09
8.27651,3.69306e+09
8.27771,3.69306e+09
8.27891,3.69312e+09
8.28011,3.69303e+09
8.28131,3.69312e+09
8.28251,3.693e+09
8.28371,3.69306e+09
8.28491,3.69309e+09
8.28611,3.69306e+09
8.28731,3.69303e+09
8.28851,3.69309e+09
8.28971,3.69303e+09
8.29091,3.69306e+09
8.29211,3.69306e+09
8.29331,3.69309e+09
8.29451,3.69306e+09
8.29571,3.69306e+09
8.29691,3.69303e+09
8.29811,3.69309e+09
8.29931,3.69303e+09
8.30051,3.69309e+09
8.30171,3.69306e+09
8.30291,3.69306e+09
8.30411,3.69303e+09
8.30531,3.69309e+09
8.30651,3.69306e+09
8.30771,3.69306e+09
8.30891,3.69303e+09
8.31011,3.69309e+09
8.31131,3.69303e+09
8.31251,3.69312e+09
8.31371,3.69306e+09
8.31491,3.69303e+09
8.31611,3.69303e+09
8.31731,3.69309e+09
8.31851,3.69303e+09
8.31971,3.69309e+09
8.32091,3.69309e+09
8.32211,3.69303e+09
8.32331,3.69306e+09
8.32451,3.69306e+09
8.32571,3.69312e+09
8.32691,3.693e+09
8.32811,3.69312e+09
8.32931,3.69303e+09
8.33051,3.69309e+09
8.33171,3.69303e+09
8.33291,3.69303e+09
8.33411,3.69312e+09
8.33531,3.693e+09
8.33651,3.69306e+09
8.33771,3.69309e+09
8.33891,3.69306e+09
8.34011,3.69303e+09
8.34131,3.69309e+09
8.34251,3.69306e+09
8.34371,3.69303e+09
8.34491,3.69303e+09
8.34611,3.69312e+09
8.34731,3.69303e+09
8.34851,3.69309e+09
8.34971,3.69303e+09
8.35091,3.69309e+09
8.35211,3.69306e+09
8.35331,3.69306e+09
8.35451,3.69303e+09
8.35571,3.69309e+09
8.35691,3.69303e+09
8.35811,3.69306e+09
8.35931,3.69306e+09
8.36051,3.69309e+09
8.36171,3.69309e+09
8.36291,3.69303e+09
8.36411,3.69309e+09
8.36531,3.69306e+09
8.36651,3.69303e+09
8.36771,3.69309e+09
8.36891,3.69306e+09
8.37011,3.69306e+09
8.37131,3.69306e+09
8.37251,3.69303e+09
8.37371,3.69309e+09
8.37491,3.693e+09
8.37611,3.69312e+09
8.37731,3.69303e+09
8.37851,3.69309e+09
8.37971,3.69309e+09
8.38091,3.693e+09
8.38211,3.69306e+09
8.38331,3.69309e+09
8.38451,3.69303e+09
8.38571,3.69309e+09
8.38691,3.69306e+09
8.38811,3.69309e+09
8.38931,3.693e+09
8.39051,3.69306e+09
8.39171,3.69306e+09
8.39291,3.69309e+09
8.39411,3.69303e+09
8.39531,3.69309e+09
8.39651,3.69303e+09
8.39771,3.69306e+09
8.39891,3.69309e+09
8.40011,3.69306e+09
8.40131,3.69306e+09
8.40251,3.69306e+09
8.40371,3.69306e+09
8.40491,3.69309e+09
8.40611,3.69303e+09
8.40731,3.69309e+09
8.40851,3.69303e+09
8.40971,3.69306e+09
8.41091,3.69306e+09
8.41211,3.69309e+09
8.41331,3.69303e+09
8.41451,3.69303e+09
8.41571,3.69309e+09
8.41691,3.69309e+09
8.41811,3.69303e+09
8.41931,3.69309e+09
8.42051,3.69303e+09
8.42171,3.69312e+09
8.42291,3.693e+09
8.42411,3.69309e+09
8.42531,3.69303e+09
8.42651,3.69309e+09
8.42771,3.69309e+09
8.42891,3.693e+09
8.43011,3.69306e+09
8.43131,3.69306e+09
8.43251,3.69306e+09
8.43371,3.69306e+09
8.43491,3.69306e+09
8.43611,3.69312e+09
8.43731,3.693e+09
8.43851,3.69306e+09
8.43971,3.69309e+09
8.44091,3.69303e+09
8.44211,3.69309e+09
8.44331,3.69309e+09
8.44451,3.69306e+09
8.44571,3.69303e+09
8.44691,3.69309e+09
8.44811,3.69306e+09
8.44931,3.69309e+09
8.45051,3.693e+09
8.45171,3.69306e+09
8.45291,3.69309e+09
8.45411,3.69306e+09
8.45531,3.69303e+09
8.45651,3.69309e+09
8.45771,3.69303e+09
8.45891,3.69309e+09
8.46011,3.69313e+09
8.46131,3.69303e+09
8.46251,3.693e+09
8.46371,3.69309e+09
8.46491,3.69306e+09
8.46611,3.69303e+09
8.46731,3.69312e+09
8.46851,3.693e+09
8.46971,3.69303e+09
8.47091,3.69309e+09
8.47211,3.69309e+09
8.47331,3.69306e+09
8.47451,3.69309e+09
8.47571,3.69303e+09
8.47691,3.69306e+09
8.47811,3.69306e+09
8.47931,3.693e+09
8.48051,3.69312e+09
8.48171,3.69309e+09
8.48291,3.693e+09
8.48411,3.69315e+09
8.48531,3.69303e+09
8.48651,3.69309e+09
8.48771,3.69306e+09
8.48891,3.69303e+09
8.49011,3.69309e+09
8.49131,3.69306e+09
8.49251,3.69306e+09
8.49371,3.693e+09
8.49491,3.69306e+09
8.49611,3.69309e+09
8.49731,3.693e+09
8.49851,3.69309e+09
8.49971,3.69312e+09
8.50091,3.69303e+09
8.50211,3.69303e+09
8.50331,3.69309e+09
8.50451,3.69309e+09
8.50571,3.69303e+09
8.50691,3.69303e+09
8.50811,3.69306e+09
8.50931,3.69306e+09
8.51051,3.69309e+09
8.51171,3.69306e+09
8.51291,3.69303e+09
8.51411,3.69306e+09
8.51531,3.69306e+09
8.51651,3.69309e+09
8.51771,3.69303e+09
8.51891,3.69306e+09
8.52011,3.69309e+09
8.52131,3.69309e+09
8.52251,3.69303e+09
8.52371,3.69309e+09
8.52491,3.69306e+09
8.52611,3.69306e+09
8.52731,3.693e+09
8.52851,3.69309e+09
8.52971,3.69312e+09
8.53091,3.693e+09
8.53211,3.69309e+09
8.53331,3.69303e+09
8.53451,3.69309e+09
8.53571,3.69303e+09
8.53691,3.69306e+09
8.53811,3.69306e+09
8.53931,3.69309e+09
8.54051,3.69309e+09
8.54171,3.693e+09
8.54291,3.69306e+09
8.54411,3.69309e+09
